airline_sentiment,airline_sentiment_confidence,airline,text,id,label
negative,0.6277,US Airways,usairways us 728 feb 21. ground power shorts again for the third time. weary german passenger deplanes. makes me jealous. auf wiedersehen!,9386,0
negative,1.0,American,americanair that's if it is ever complete and if i can ever get through customer service theydontanswer,14223,0
neutral,1.0,Southwest,"southwestair is the 1,750 bonus at 1800flowers still on or did it expire 2 14 15?",6192,1
negative,1.0,United,united 2 days and 3 planes with mechanical issues? now over 1.5 hrs late flight sitting on this plane. this is insane!!,2734,0
negative,0.6511,US Airways,usairways more like usdelay-ways. another long 'paperwork' relate flightd delay - friday in charlotte. today in philly. letsgoalready,9927,0
neutral,0.6316,Southwest,['southwestair that be supposed to say boo not record book. booo.'],15480,1
negative,1.0,American,americanair so the one time we upgrade to first class our luggage was open and now missing valuable items that can't be replaced. upset,13551,0
negative,1.0,US Airways,yes but i will nvr fly w usairways i missed my con flight bc of a coffeemaker on ft1892 couldn't see my father be4 they put him in a coma,11391,0
neutral,1.0,Delta,"[""jetblue our fleet ' atomic number 16 on fleek. noooooooooooooooooo""]",16154,1
neutral,1.0,Southwest,"[""southwestair denver to phoenix, i think we ' re at long last produce ready to admit off.""]",15911,1
neutral,0.6465,United,"['joined, understandable. one perform sample flying booking problem several times for 2 passengers amp got the content i cite before. as for the agentive role price? ??']",18366,1
neutral,0.6831,Delta,['jetblue roxydigital good. ace want extra peanuts on my flying then. lol. jvmchat'],19845,1
positive,1.0,Delta,['jetblue thanks for your assistant! jetbluesofly'],24443,2
neutral,1.0,American,['americanair will my us air head now follow combined with yours?'],17417,1
positive,0.6741,United,"[""united that ' second exactly the point. information technology correspond. iodin ' m premier accession. board group ii. this was a return ticket. i ' ve be doing this for xv yrs""]",20762,2
neutral,0.6718,Southwest,southwestair are 5 people there?,4613,1
positive,0.6667,Virgin America,['virginamerica karinslee of course. experience fun fete! thanks! happy chinese modern year!'],20658,2
positive,0.6544,United,united bummer but thank you for the quick response,1516,2
positive,1.0,Delta,jetblue thank you very very much!!,8189,2
negative,1.0,United,united its 2015. how can my flight from a major city already be cancelled flightled 24 hours before departure due to weather?? backup planes??,2299,0
negative,1.0,American,americanair i'm still on hold if you're wondering... 4 hours 37 minutes and counting. servicefail onholdforever suboptimal,13668,0
negative,0.6919,US Airways,usairways americanair is there a way to reserve a veg meal online for a flight to brazil tomorrow? i've been onhold for more than 1 hour.,10518,0
positive,0.6838,Southwest,"['southwestair information technology all good. trajectory eventually take off, and shore safely. buckeye state, and i get the free cup o wine colored. thx']",21751,2
negative,0.6712,American,americanair 4th flight rebooked to is not cancelled flighted! woo-hoo. going to make it to laguardiaair,11992,0
negative,0.635,US Airways,usairways on hold for going on 40 minutes after spending 10 hours delayed in denver cause of a broken plane. thanks guys.,9216,0
neutral,0.3542,US Airways,"[""usairways sorry, we are in philly. should ' ve severalize you that.""]",16910,1
neutral,1.0,American,['americanair i demand some help. my record locater equal bringing up two different flights in your system of rules. one op by alcoholics anonymous a one from us airways.'],17412,1
neutral,1.0,United,['joined bought a round head trip to chicago two clarence day ago. .. today the same trajectory is one half that! equal in that location any way for pine tree state to get that discount??'],18258,1
negative,1.0,US Airways,usairways was rebooked but sucked big time. crappy layover. customer service very sub-par.,11701,0
negative,0.6455,United,united i lost my sunglasses on the flight from okc to iah this morning 8am takeoff .. is there any way to retrieve them?,1436,0
positive,1.0,Delta,"jetblue's valentinesday email was on point amp so clever! thanks for being amazing, jetblue! loveisintheair",8703,2
neutral,1.0,Southwest,['southwestair delight please please'],18800,1
positive,1.0,Delta,jetblue this makes me happy. i hope these aren't empty promises.,8814,2
neutral,1.0,Southwest,southwestair i dunno my travel information.. like what?,6143,1
neutral,0.6845,Southwest,"['southwestair i have a flight to vegas get up soon, only haven t welcome any drink just the ticket late flightly. can you aid me out?']",15938,1
negative,1.0,American,americanair disappointing lack of kindness toward this person. the agent asked her counterparts why this person was talking to her .,12282,0
positive,0.6515,American,['americanair but your flight crew amp ground crews have handle situation substantially. texting notification let pine tree state trance a few winks during delay.'],27311,2
negative,1.0,Virgin America,virginamerica is it normal to receive no reply from central baggage baggageissues smh,167,0
negative,1.0,Delta,jetblue shocker my flight delayed an hour. thanks for reminding me why i switched to delta.,7226,0
positive,1.0,United,['united thanks!'],21164,2
neutral,0.6667,Southwest,"southwestair there's a current cancelled flightlation in indianapolis, my girlfriend is stranded. any ideas, or help you can provide?",5304,1
negative,0.6806,United,"united really hoping to get some help here. on my 5th attempt to get a resolution, and lost count of transfers. help please! mileageplus",3431,0
neutral,1.0,Southwest,['southwestair i know that non everybody on flying can be 1st time flying. but in case information technology is the great unwashed in front deplane 1st non from the back? !?'],18620,1
positive,0.6451,Virgin America,"[""virginamerica virginmedia i ' mb fly your fabulous seductive skies again! u take all the emphasis away from travel""]",22888,2
neutral,1.0,American,['americanair could you guys espouse me so i potty dm yall please'],20520,1
negative,1.0,United,united should not sell tickets for silverairways on has terrible service and ua staff cannot reach silver,945,0
positive,0.6526,United,"['united had tremendous, on meter flights from ogg to msn lost rx monocle thick in the admiral night club in stops this morning. constitute?']",23364,2
negative,1.0,American,americanair have been in call cue for 11 hours. no call yet. wife in cue for 9 hours. got a call but was hung up on.,12889,0
neutral,0.6837,Delta,"['jetblue my wife and i booked lowest minute flights for a funeral individually, simply we would like seats 2gether, throne you exercise this if we dm conf atomic number 16']",16425,1
neutral,0.6611,United,united returned from vacation went to luggage services. golf bag was presented in clear wrap that could've been used in the first place.,3975,1
neutral,1.0,Delta,"[""jetblue that ' s cause we ' re trueblue! it ' s ur love that keep liftin ' me higherandhigher""]",19445,1
negative,1.0,United,united flight 1219. my frustration boiled over after dealing with attendant. her attitude was ridiculous.,2927,0
neutral,0.7246,Delta,"[""jetblue traveling wolfram a rifle for a hunting trip, can a pistol equal in the same bombastic rifle shell too? wasn ' t clear in freq asked interrogative sentence""]",16596,1
negative,0.6867,US Airways,usairways churn rate increasing by the second,9999,0
negative,1.0,US Airways,"usairways, i know you're dealing with the weather, but phlairport is a hot mess. pls send reinforcements",10058,0
positive,0.6414,American,['americanair dai_president secure luck at dfw this evening aa!'],22825,2
neutral,0.6593,United,['. united for those playing on at house'],14802,1
negative,1.0,US Airways,"usairways i ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",10179,0
neutral,0.3444,Southwest,southwestair my flight continues through to vegas after my stop. don't be upset if a stowaway.,4983,1
negative,0.6624,Delta,jetblue capital one and i explained the false fraud alert. why did the jet blue representative issue me a new tkt if it wasn't resolved?,8303,0
negative,0.662,Virgin America,virginamerica the flight booking problems section of your website seems to be broken on chrome. might wanna look into that.,304,0
negative,1.0,US Airways,"usairways we're sincerely sorry, sean. reservations is working hard to answer everyone's call and we appreciate your patience. false",10804,0
negative,1.0,US Airways,usairways worst customer service. still not providing me an answer even after i drove back to clt airport. been rude amp unacceptable fail,11244,0
negative,0.6757,Delta,jetblue jfk nyc staff is amazing. the lax jetblue... sending an email with details but it was a disappointing experience jetbluecheeps,6863,0
neutral,0.6479,Delta,"[""jetblue our fleet ' mho on fleek. wtf""]",19251,1
positive,1.0,Southwest,southwestair thanks to your team for dealing with flight 1700 to houston.,4470,2
negative,1.0,American,"americanair we've been on hold for over 4 hrs, you cancelled flighted flt 2222 phl-dfw. need assistance!!!",13855,0
negative,1.0,American,americanair flight293 was supposed to depart at 745 and at 815 we still have not boarded.,13991,0
negative,1.0,United,united rude rude,562,0
positive,1.0,Virgin America,['virginamerica heavyweight and virgo america. a compeer made in paradise.'],23000,2
neutral,1.0,US Airways,['usairways can you priv chat to help oneself chair reroute'],16844,1
